name,Country,Region,Municipality,latitude,longitude
Paris Beauvais TillÃƒÂ© Airport,FR,FR-HDF,Beauvais/TillÃƒÂ©,50.40131025,2.96800501517897
ChÃƒÂ¢teaudun (BA 279) Air Base,FR,FR-CVL,ChÃƒÂ¢teaudun,47.3784739,0.664696870261616
Saumur-Saint-Florent Airport,FR,FR-PDL,Saumur/Saint-Florent,,
ÃƒÂ‰vreux-Fauville (BA 105) Air Base,FR,FR-NOR,ÃƒÂ‰vreux/Fauville,46.3239455,-0.4645212
Le Havre Octeville Airport,FR,FR-NOR,Le Havre/Octeville,46.3239455,-0.4645212
Abbeville,FR,FR-HDF,Abbeville,50.40131025,2.96800501517897
OrlÃƒÂ©ans-Bricy (BA 123) Air Base,FR,FR-CVL,OrlÃƒÂ©ans/Bricy,47.3784739,0.664696870261616
ChÃƒÂ¢lons-Vatry Airport,FR,FR-GES,Vatry,43.0120668,-0.1103587
Rouen Airport,FR,FR-NOR,Rouen/VallÃƒÂ©e de Seine,46.3239455,-0.4645212
Blois-Le Breuil Airport,FR,FR-CVL,Blois/Le Breuil,47.3784739,0.664696870261616
Tours-Val-de-Loire Airport,FR,FR-CVL,Tours/Val de Loire (Loire Valley),47.3784739,0.664696870261616
Cholet Le Pontreau Airport,FR,FR-PDL,Cholet/Le Pontreau,,
Laval-Entrammes Airport,FR,FR-PDL,Laval/Entrammes,,
Paris-Le Bourget Airport,FR,FR-IDF,Paris,43.241209,2.1240467
Creil Air Base,FR,FR-HDF,Creil,50.40131025,2.96800501517897
Charles de Gaulle International Airport,FR,FR-IDF,Paris,43.241209,2.1240467
Melun-Villaroche Air Base,FR,FR-IDF,Melun/Villaroche,43.241209,2.1240467
Toussus-le-Noble Airport,FR,FR-IDF,Toussus-le-Noble,43.241209,2.1240467
Paris-Orly Airport,FR,FR-IDF,Paris,43.241209,2.1240467
Pontoise - Cormeilles-en-Vexin Airport,FR,FR-IDF,Cormeilles-en-Vexin,43.241209,2.1240467
Villacoublay-VÃƒÂ©lizy (BA 107) Air Base,FR,FR-IDF,Villacoublay/VÃƒÂ©lizy,43.241209,2.1240467
Troyes-Barberey Airport,FR,FR-GES,Troyes/Barberey,43.0120668,-0.1103587
ÃƒÂ‰tain-Rouvres Air Base,FR,FR-GES,ÃƒÂ‰tain/Rouvres,43.0120668,-0.1103587
Nevers-Fourchambault Airport,FR,FR-BFC,Nevers/Fourchambault,-12.7566481,45.2291779
Maubeuge-ÃƒÂ‰lesmes Airport,FR,FR-HDF,Maubeuge/ÃƒÂ‰lesmes,50.40131025,2.96800501517897
Phalsbourg-Bourscheid Air Base,FR,FR-GES,Phalsbourg/Bourscheid,43.0120668,-0.1103587
Lille-Lesquin Airport,FR,FR-HDF,Lille/Lesquin,50.40131025,2.96800501517897
Merville-Calonne Airport,FR,FR-HDF,Merville/Calonne,50.40131025,2.96800501517897
Charleville-MÃƒÂ©ziÃƒÂ¨res Airport,FR,FR-GES,Charleville-MÃƒÂ©ziÃƒÂ¨res,43.0120668,-0.1103587
Vesoul-Frotey Airport,FR,FR-BFC,Vesoul/Frotey,-12.7566481,45.2291779
Brest Bretagne Airport,FR,FR-BRE,Brest/Guipavas,45.632464,3.7360167
Cherbourg-Maupertus Airport,FR,FR-NOR,Cherbourg/Maupertus,46.3239455,-0.4645212
Dinard-Pleurtuit-Saint-Malo Airport,FR,FR-BRE,Dinard/Pleurtuit/Saint-Malo,45.632464,3.7360167
La Baule-Escoublac Airport,FR,FR-PDL,La Baule-Escoublac,,
Granville Airport,FR,FR-NOR,Granville,46.3239455,-0.4645212
Deauville-Saint-Gatien Airport,FR,FR-NOR,Deauville,46.3239455,-0.4645212
Lorient South Brittany (Bretagne Sud) Airport,FR,FR-BRE,Lorient/Lann/BihouÃƒÂ©,45.632464,3.7360167
La Roche-sur-Yon Airport,FR,FR-PDL,La Roche-sur-Yon/Les Ajoncs,,
Landivisiau Air Base,FR,FR-BRE,Landivisiau,45.632464,3.7360167
Caen-Carpiquet Airport,FR,FR-NOR,Caen/Carpiquet,46.3239455,-0.4645212
LanvÃƒÂ©oc-Poulmic Air Base,FR,FR-BRE,LanvÃƒÂ©oc/Poulmic,45.632464,3.7360167
Le Mans-Arnage Airport,FR,FR-PDL,Le Mans/Arnage,,
Rennes-Saint-Jacques Airport,FR,FR-BRE,Rennes/Saint-Jacques,45.632464,3.7360167
Lannion-CÃƒÂ´te de Granit Airport,FR,FR-BRE,Lannion,45.632464,3.7360167
Quimper-Cornouaille Airport,FR,FR-BRE,Quimper/Pluguffan,45.632464,3.7360167
Nantes Atlantique Airport,FR,FR-PDL,Nantes,,
Saint-Brieuc-Armor Airport,FR,FR-BRE,Saint-Brieuc/Armor,45.632464,3.7360167
Morlaix-Ploujean Airport,FR,FR-BRE,Morlaix/Ploujean,45.632464,3.7360167
Vannes-Meucon Airport,FR,FR-BRE,Vannes/Meucon,45.632464,3.7360167
Saint-Nazaire-Montoir Airport,FR,FR-PDL,Saint-Nazaire/Montoir,,
EuroAirport Basel-Mulhouse-Freiburg Airport,FR,FR-GES,BÃƒÂ¢le/Mulhouse,43.0120668,-0.1103587
Dijon-Bourgogne Airport,FR,FR-BFC,Dijon/Longvic,-12.7566481,45.2291779
ÃƒÂ‰pinal-Mirecourt Airport,FR,FR-GES,ÃƒÂ‰pinal/Mirecourt,43.0120668,-0.1103587
Saint-Dizier-Robinson (BA 113) Air Base,FR,FR-GES,Saint-Dizier/Robinson,43.0120668,-0.1103587
Brive-Souillac,FR,FR-NAQ,Brive la Gaillarde,,
MontbÃƒÂ©liard-Courcelles Airfield,FR,FR-BFC,MontbÃƒÂ©liard/Courcelles,-12.7566481,45.2291779
Nancy-Essey Airport,FR,FR-GES,Nancy/Essey,43.0120668,-0.1103587
Nancy-Ochey (BA 133) Air Base,FR,FR-GES,Nancy/Ochey,43.0120668,-0.1103587
Strasbourg Airport,FR,FR-GES,Strasbourg,43.0120668,-0.1103587
Luxeuil-Saint-Sauveur (BA 116) Air Base,FR,FR-BFC,Luxeuil/Saint-Sauveur,-12.7566481,45.2291779
Toulon-HyÃƒÂ¨res Airport,FR,FR-PAC,Toulon/HyÃƒÂ¨res/Le Palyvestre,43.6665739,0.1928405
NÃƒÂ®mes-Arles-Camargue Airport,FR,FR-OCC,NÃƒÂ®mes/Garons,43.3193456,1.9546874
Miquelon Airport,PM,PM-ML,Miquelon,54.0477312,17.5007063
St Pierre Airport,PM,PM-SP,Saint-Pierre,-23.72929115,-46.6949207540622
AmbÃƒÂ©rieu Air Base (BA 278),FR,FR-ARA,AmbÃƒÂ©rieu,50.27840335,3.96680665246547
Andravida Air Base,GR,GR-14,Andravida,41.1077022,-6.7232525
Dimokritos Airport,GR,GR-71,Alexandroupolis,35.3203643,33.0380051
Eleftherios Venizelos International Airport,GR,GR-A1,Athens,37.9971635,23.6956981
Nea Anchialos Airport,GR,GR-43,Nea Anchialos,37.2054262,-3.6913262
Elefsis Airport,GR,GR-A1,Elefsina,37.9971635,23.6956981
Chios Island National Airport,GR,GR-85,Chios Island,42.8734442,-3.7143196
Ioannina Airport,GR,GR-33,Ioannina,35.2946943,33.2806207
Heraklion International Nikos Kazantzakis Airport,GR,GR-91,Heraklion,51.1618053,14.8410312
Kefallinia Airport,GR,GR-23,Kefallinia Island,42.020351,0.3704722
Kalamata Airport,GR,GR-17,Kalamata,42.1075829,0.2015187
Kos Airport,GR,GR-81,Kos Island,46.880391,9.2176688
Karpathos Airport,GR,GR-81,Karpathos Island,46.880391,9.2176688
Ioannis Kapodistrias International Airport,GR,GR-22,Kerkyra Island,40.0205954,-0.0565796
Alexander the Great International Airport,GR,GR-55,Kavala,16.3667474,120.6212785
Filippos Airport,GR,GR-58,Kozani,35.2698451,33.2828923
Mikonos Airport,GR,GR-82,Mykonos Island,42.3761144,-3.4413841
Mytilene International Airport,GR,GR-83,Mytilene,41.5725797,2.4590198
Aktion National Airport,GR,GR-34,Preveza/Lefkada,35.2735702,33.3236512
Diagoras Airport,GR,GR-81,Rodes Island,46.880391,9.2176688
Araxos Airport,GR,GR-13,Patras,42.5834197,-1.2355915
Chania International Airport,GR,GR-94,Souda,41.4247626,24.6120026
Skiathos Island National Airport,GR,GR-43,Skiathos,37.2054262,-3.6913262
Samos Airport,GR,GR-84,Samos Island,42.1038161,-6.7000395
Santorini Airport,GR,GR-82,Santorini Island,42.3761144,-3.4413841
Sitia Airport,GR,GR-92,Crete Island,41.6890804,2.748334
Tanagra Air Base,GR,GR-03,Tanagra,-8.6623876,116.1312667
Thessaloniki Macedonia International Airport,GR,GR-54,Thessaloniki,35.3413539,33.218457
"Zakynthos International Airport ""Dionysios Solomos""",GR,GR-21,Zakynthos Island,-8.7056177,116.1307527
Budapest Liszt Ferenc International Airport,HU,HU-PE,Budapest,-12.0768267,-76.9867009
Debrecen International Airport,HU,HU-HB,Debrecen,53.144869,8.6932343
KecskemÃƒÂ©t Airport,HU,HU-BK,KecskemÃƒÂ©t,40.6501038,-73.9495823
PÃƒÂ©cs-PogÃƒÂ¡ny Airport,HU,HU-BA,PÃƒÂ©cs-PogÃƒÂ¡ny,22.5982372,101.919859
GyÃ…Â‘r-PÃƒÂ©r International Airport,HU,HU-GS,GyÃ…Â‘r,54.24133685,20.1203307395956
HÃƒÂ©vÃƒÂ­zÃ¢Â€Â“Balaton Airport,HU,HU-ZA,SÃƒÂ¡rmellÃƒÂ©k,31.2322758,121.4692071
Szolnok Air Base,HU,HU-JN,Szolnok,59.0938437,17.5681203
TaszÃƒÂ¡r Air Base,HU,HU-SO,TaszÃƒÂ¡r,47.51683,18.448498
TÃƒÂ¶kÃƒÂ¶l Airport,HU,HU-PE,TÃƒÂ¶kÃƒÂ¶l,-12.0768267,-76.9867009
Amendola Air Base,IT,IT-75,Foggia,41.61260095,13.6583493160796
Crotone Airport,IT,IT-78,Crotone,41.61171215,13.6587596423339
Bari Karol WojtyÃ…Â‚a Airport,IT,IT-75,Bari,41.61260095,13.6583493160796
"Foggia ""Gino Lisa"" Airport",IT,IT-75,Foggia,41.61260095,13.6583493160796
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,IT-75,Grottaglie,41.61260095,13.6583493160796
Lecce Galatina Air Base,IT,IT-75,,41.61260095,13.6583493160796
Pescara International Airport,IT,IT-65,Pescara,45.4959788,9.1153251619944
Brindisi Ã¢Â€Â“ Salento Airport,IT,IT-75,Brindisi,41.61260095,13.6583493160796
Gioia Del Colle Air Base,IT,IT-75,Gioia Del Colle (BA),41.61260095,13.6583493160796
Lamezia Terme Airport,IT,IT-78,Lamezia Terme (CZ),41.61171215,13.6587596423339
Comiso Airport,IT,IT-82,Comiso,45.5273674,9.16133128690684
Catania-Fontanarossa Airport,IT,IT-82,Catania,45.5273674,9.16133128690684
Lampedusa Airport,IT,IT-82,Lampedusa,45.5273674,9.16133128690684
Pantelleria Airport,IT,IT-82,Pantelleria (TP),45.5273674,9.16133128690684
FalconeÃ¢Â€Â“Borsellino Airport,IT,IT-82,Palermo,45.5273674,9.16133128690684
Palermo-Boccadifalco Airport,IT,IT-82,Palermo,45.5273674,9.16133128690684
Reggio Calabria Airport,IT,IT-78,Reggio Calabria,41.61171215,13.6587596423339
Vincenzo Florio Airport Trapani-Birgi,IT,IT-82,Trapani (TP),45.5273674,9.16133128690684
Sigonella Navy Air Base,IT,IT-82,Sigonella (CT),45.5273674,9.16133128690684
Trento-Mattarello Airport,IT,IT-32,Trento (TN),40.66799275,16.6023838809502
Alghero-Fertilia Airport,IT,IT-88,Alghero,41.61278915,13.6577910749124
Decimomannu Air Base,IT,IT-88,Decimomannu,41.61278915,13.6577910749124
Cagliari Elmas Airport,IT,IT-88,Cagliari,41.61278915,13.6577910749124
Olbia Costa Smeralda Airport,IT,IT-88,Olbia (SS),41.61278915,13.6577910749124
TortolÃƒÂ¬ Airport,IT,IT-88,Arbatax,41.61278915,13.6577910749124
Alessandria Airport,IT,IT-21,Alessandria,38.1166192,15.3858961
Biella-Cerrione Airport,IT,IT-21,Biella (BI),38.1166192,15.3858961
Vercelli Airport,IT,IT-21,Vercelli,38.1166192,15.3858961
Casale Monferrato Airport,IT,IT-21,Casale Monferrato,38.1166192,15.3858961
Varese-Venegono Airport,IT,IT-25,Varese,38.1684752,15.328737
Torino-Aeritalia Airport,IT,IT-21,Torino,38.1166192,15.3858961
Malpensa International Airport,IT,IT-25,Milan,38.1684752,15.328737
Il Caravaggio International Airport,IT,IT-25,Bergamo,,
Turin Airport,IT,IT-21,Torino,38.1166192,15.3858961
Villanova D'Albenga International Airport,IT,IT-42,Albenga (SV),40.6690135,16.6103215071633
Genoa Cristoforo Colombo Airport,IT,IT-42,Genova,40.6690135,16.6103215071633
Milano Linate Airport,IT,IT-25,Milan,38.1684752,15.328737
Cameri Air Base [MIL],IT,IT-21,Cameri (NO),38.1166192,15.3858961
Parma Airport,IT,IT-45,Parma,45.44266695,9.16026849946865
Novi Ligure Airport,IT,IT-21,Novi Ligure,38.1166192,15.3858961
Piacenza San Damiano Air Base,IT,IT-45,Piacenza,45.44266695,9.16026849946865
Aosta Airport,IT,IT-23,Aosta,38.1485105,15.3672392
Cuneo International Airport,IT,IT-21,Cuneo,38.1166192,15.3858961
Aviano Air Base,IT,IT-36,Aviano (PN),38.1478058,15.2171948
Bolzano Airport,IT,IT-32,Bolzano,40.66799275,16.6023838809502
Cervia Air Base,IT,IT-45,Cervia,45.44266695,9.16026849946865
Bologna Guglielmo Marconi Airport,IT,IT-45,Bologna,45.44266695,9.16026849946865
Treviso-Sant'Angelo Airport,IT,IT-34,Treviso,,
Rivolto Air Base,IT,IT-36,Codroipo,,
ForlÃƒÂ¬ Airport,IT,IT-45,ForlÃƒÂ¬ (FC),45.44266695,9.16026849946865
Ghedi Air Base,IT,IT-25,Ghedi,38.1684752,15.328737
Brescia Airport,IT,IT-25,Montichiari (BS),38.1684752,15.328737
TriesteÃ¢Â€Â“Friuli Venezia Giulia Airport,IT,IT-36,Trieste,38.1478058,15.2171948
Federico Fellini International Airport,IT,IT-45,Rimini,45.44266695,9.16026849946865
Istrana Air Base,IT,IT-34,Istrana,40.66879375,16.609184631591
Padova Airport,IT,IT-34,Padova,40.66879375,16.609184631591
Verona Villafranca Airport,IT,IT-34,Verona,40.66879375,16.609184631591
Ancona Falconara Airport,IT,IT-57,Ancona,45.47268805,9.13866458095281
Venice Marco Polo Airport,IT,IT-34,Venice,40.66879375,16.609184631591
Siena-Ampugnano Airport,IT,IT-52,Siena,45.4592798,9.14001983177157
Sarzana-Luni Air Base,IT,IT-42,Sarzana (SP),40.6690135,16.6103215071633
CiampinoÃ¢Â€Â“G. B. Pastine International Airport,IT,IT-62,Rome,45.4787344,9.09033412363124
Pratica Di Mare Air Base,IT,IT-62,Pomezia,45.4787344,9.09033412363124
Leonardo da VinciÃ¢Â€Â“Fiumicino Airport,IT,IT-62,Rome,45.4787344,9.09033412363124
Guidonia Air Base,IT,IT-62,Guidonia,45.4787344,9.09033412363124
Salerno Costa d'Amalfi Airport,IT,IT-72,Salerno,41.6121041,13.6591251525882
Marina Di Campo Airport,IT,IT-52,Marina  Di Campo,45.4592798,9.14001983177157
Latina Air Base,IT,IT-62,Latina,45.4787344,9.09033412363124
Grazzanise Air Base,IT,IT-72,Caserta,41.6121041,13.6591251525882
Naples International Airport,IT,IT-72,NÃƒÂ¡poli,41.6121041,13.6591251525882
Pisa International Airport,IT,IT-52,Pisa,45.4592798,9.14001983177157
Peretola Airport,IT,IT-52,Firenze,45.4592798,9.14001983177157
Grosseto Air Base,IT,IT-52,Grosetto,45.4592798,9.14001983177157
Urbe Airport,IT,IT-62,Roma,45.4787344,9.09033412363124
Viterbo Airport,IT,IT-62,Viterbo,45.4787344,9.09033412363124
Perugia San Francesco d'Assisi Ã¢Â€Â“ Umbria International Airport,IT,IT-55,Perugia,45.4592186,9.08610897909219
Cerklje Airport,SI,SI-009,Cerklje ob Krki,60.44003065,22.2388609663259
Ljubljana JoÃ…Â¾e PuÃ„Ânik Airport,SI,SI-061,Ljubljana,60.8155736,23.629833
Maribor Airport,SI,SI-070,,22.3971066,113.9730527
Portoroz Airport,SI,SI-090,Portoroz,62.4263852,28.6328857
Ã„ÂŒÃƒÂ¡slav Air Base,CZ,CZ-ST,Ã„ÂŒÃƒÂ¡slav,45.4214717,9.06047296361881
Kbely Air Base,CZ,CZ-PR,Prague,50.0596288,14.446459273258
Kunovice Airport,CZ,CZ-ZL,UherskÃƒÂ© HradiÃ…Â¡tÃ„Â›,49.19692,17.6460916358451
Karlovy Vary International Airport,CZ,CZ-KA,Karlovy Vary,50.1753532,12.806086309968
PlzeÃ…Âˆ-LÃƒÂ­nÃ„Â› Airport,CZ,CZ-PL,Plzen,49.5228102,13.2063121166729
Ostrava Leos JanÃƒÂ¡Ã„Âek Airport,CZ,CZ-MO,Ostrava,49.860275,18.0386541347277
NÃƒÂ¡mÃ„Â›Ã…Â¡Ã…Â¥ Air Base,CZ,CZ-VY,NÃƒÂ¡mÃ„Â›Ã…Â¡Ã…Â¥,49.39940965,15.5704712151639
Pardubice Airport,CZ,CZ-PA,Pardubice,49.88981895,16.1283253719487
PÃ…Â™erov Air Base,CZ,CZ-OL,PÃ…Â™erov,49.8591058,16.9561267467493
VÃƒÂ¡clav Havel Airport Prague,CZ,CZ-PR,Prague,50.0596288,14.446459273258
Brno-TuÃ…Â™any Airport,CZ,CZ-JM,Brno,49.1249179,16.6827716288672
Vodochody Airport,CZ,CZ-ST,Vodochody,45.4214717,9.06047296361881
Ben Gurion International Airport,IL,IL-M,Tel Aviv,,
Tel Nof Air Base,IL,IL-M,Rehovot,-13.2687204,33.9301963
Ramon Airport,IL,IL-D,Eilat,10,-67.166667
Haifa International Airport,IL,IL-HA,Haifa,-17.8567035,31.0601584
Ben Ya'akov Airport,IL,IL-Z,Rosh Pina,-48.5693327,-70.1606767
Bar Yehuda Airfield,IL,IL-D,Masada,10,-67.166667
Nevatim Air Base,IL,IL-D,Beersheba,10,-67.166667
Ovda International Airport,IL,IL-D,Eilat,10,-67.166667
Ramat David Air Base,IL,IL-Z,Haifa,-48.5693327,-70.1606767
Ramon Air Base,IL,IL-D,Beersheba,10,-67.166667
Sde Dov Airport,IL,IL-TA,Tel Aviv,40.54881555,17.0805801245474
Malta International Airport,MT,MT-25,Valletta,48.0995364,-105.5946243
Wiener Neustadt East Airport,AT,AT-3,Wiener Neustadt,-21.98240195,-47.8814675076807
Graz Airport,AT,AT-6,Graz,49.7604727,5.78675739914738
Innsbruck Airport,AT,AT-7,Innsbruck,49.76086225,5.7739786
Klagenfurt Airport,AT,AT-2,Klagenfurt am WÃƒÂ¶rthersee,49.74773195,5.79491942585714
Linz HÃƒÂ¶rsching Airport,AT,AT-4,Linz,49.7502913,5.7926576041952
Salzburg Airport,AT,AT-5,Salzburg,49.7568548,5.79109134685619
Vienna International Airport,AT,AT-9,Vienna,-21.97900295,-47.8811996682392
Hinterstoisser Air Base,AT,AT-6,Zeltweg,49.7604727,5.78675739914738
Alverca Air Base,PT,PT-11,Vila Franca de Xira,10.0347245,77.1157888
Santa Maria Airport,PT,PT-20,Vila do Porto,-18.955168,46.4301297
BraganÃƒÂ§a Airport,PT,PT-04,BraganÃƒÂ§a,41.5599002,-8.39666059416606
Beja Airport / Airbase,PT,PT-02,Beja,41.5598521,-8.39761574552352
Braga Municipal Aerodrome,PT,PT-03,Braga,41.5612629,-8.3979975083985
Aerodromo de Castelo Branco,PT,PT-05,Castelo Branco,41.56039415,-8.39671473168176
Aerodromo Municipal de Coimbra,PT,PT-06,Coimbra,41.7020933,-93.7176406594736
Cascais Airport,PT,PT-11,Cascais,10.0347245,77.1157888
ÃƒÂ‰vora Airport,PT,PT-07,ÃƒÂ‰vora,41.56142875,-8.39707270544275
Flores Airport,PT,PT-20,Santa Cruz das Flores,-18.955168,46.4301297
Faro Airport,PT,PT-08,Faro,41.4142568,-8.5152694
Graciosa Airport,PT,PT-20,Santa Cruz da Graciosa,-18.955168,46.4301297
Horta Airport,PT,PT-20,Horta,-18.955168,46.4301297
Lajes Airport,PT,PT-20,Praia da VitÃƒÂ³ria,-18.955168,46.4301297
Madeira Airport,PT,PT-30,Funchal,35.0335708,-106.4854843
Monte Real Air Base,PT,PT-10,,38.7151219,-4.1003043
Montijo Air Base,PT,PT-15,Montijo,45.42009425,23.3719637542
Ota Air Base,PT,PT-11,Alenquer,10.0347245,77.1157888
Ovar Air Base,PT,PT-01,Ovar,41.7016145,-93.7177569926182
JoÃƒÂ£o Paulo II Airport,PT,PT-20,Ponta Delgada,-18.955168,46.4301297
Pico Airport,PT,PT-20,Pico Island,-18.955168,46.4301297
PortimÃƒÂ£o Airport,PT,PT-08,PortimÃƒÂ£o,41.4142568,-8.5152694
Francisco de SÃƒÂ¡ Carneiro Airport,PT,PT-13,Porto,-18.9555761,46.4308235
Porto Santo Airport,PT,PT-30,Vila Baleira,35.0335708,-106.4854843
Humberto Delgado Airport (Lisbon Portela Airport),PT,PT-11,Lisbon,10.0347245,77.1157888
SÃƒÂ£o Jorge Airport,PT,PT-20,Velas,-18.955168,46.4301297
Ponte de Sor Airport,PT,PT-12,Ponte de SÃƒÂ´r,45.41582205,23.3742095226104
Sintra Air Base,PT,PT-11,Sintra,10.0347245,77.1157888
Tancos Airbase,PT,PT-14,Tancos,-18.9559126,46.4309099
Vilar de Luz Airfield,PT,PT-13,Maia,-18.9555761,46.4308235
Vila Real Airport,PT,PT-17,Vila Real,41.5609208,-8.40041960775324
Aerodromo Goncalves Lobato (Viseu Airport),PT,PT-18,Viseu,31.9984182,76.8167067
Banja Luka International Airport,BA,BA-SRP,Banja Luka,50.0193185,10.5907259287918
Mostar International Airport,BA,BA-BIH,Mostar,23.5365358,106.542774
Sarajevo International Airport,BA,BA-BIH,Sarajevo,23.5365358,106.542774
Tuzla International Airport,BA,BA-BIH,Tuzla,23.5365358,106.542774
Ianca Air Base,RO,RO-BR,Ianca,-10.943145,-62.8277863
FeteÃ…ÂŸti Air Base,RO,RO-IL,FeteÃ…ÂŸti,45.9852129,24.6859225
Boboc Air Base,RO,RO-BZ,Boboc,46.596186,11.9037271
Arad International Airport,RO,RO-AR,Arad,-34.70890865,-58.2972886
BacÃ„Âƒu Airport,RO,RO-BC,BacÃ„Âƒu,53.2589464,-3.452372
MaramureÃˆÂ™ International Airport,RO,RO-MM,Baia Mare,,
BÃ„Âƒneasa International Airport,RO,RO-B,Bucharest,45.25983725,27.9643238230412
Mihail KogÃ„Âƒlniceanu International Airport,RO,RO-CT,ConstanÃ…Â£a,55.8219749,-4.1252193
Cluj-Napoca International Airport,RO,RO-CJ,Cluj-Napoca,53.2589464,-3.452372
CaransebeÃ…ÂŸ Airport,RO,RO-CS,CaransebeÃ…ÂŸ,47.23075115,27.5880782947685
CÃƒÂ¢mpia Turzii Air Base,RO,RO-CJ,CÃƒÂ¢mpia Turzii,53.2589464,-3.452372
Craiova Airport,RO,RO-DJ,Craiova,45.4336424,28.02857875
IaÃ…ÂŸi Airport,RO,RO-IS,IaÃ…ÂŸi,38.0724192,-122.0346857
Oradea International Airport,RO,RO-BH,Oradea,,
Henri CoandÃ„Âƒ International Airport,RO,RO-B,Bucharest,45.25983725,27.9643238230412
Sibiu International Airport,RO,RO-SB,Sibiu,,
Satu Mare Airport,RO,RO-SM,Satu Mare,,
Suceava Stefan cel Mare Airport,RO,RO-SV,Suceava,59.0831563,9.7189928
Tulcea Airport,RO,RO-TL,Tulcea,,
Transilvania TÃƒÂ¢rgu MureÃ…ÂŸ International Airport,RO,RO-MS,TÃƒÂ¢rgu MureÃ…ÂŸ,37.28000065,126.829402041809
TimiÃ…ÂŸoara Traian Vuia Airport,RO,RO-TM,TimiÃ…ÂŸoara,,
Les Eplatures Airport,CH,CH-NE,La Chaux-de-Fonds,47.0099249,6.8243806
Geneva Cointrin International Airport,CH,CH-GE,Geneva,46.2256509,6.1439209
Sion Airport,CH,CH-VS,Sion,38.2928083,-96.6152916
Alpnach Air Base,CH,CH-OW,Alpnach,46.8613857,8.2067825
DÃƒÂ¼bendorf Air Base,CH,CH-ZH,Zurich,47.4133024,8.656394
Emmen Air Base,CH,CH-LU,,34.5319236,104.1392214
Mollis Airport,CH,CH-GL,,46.9796562,9.108812
Payerne Air Base,CH,CH-FR,,49.0049207,4.9708789
Lugano Airport,CH,CH-TI,Lugano,46.3356506,8.753706
Bern Belp Airport,CH,CH-BE,Bern,45.0511094,2.4928031
Grenchen Airport,CH,CH-SO,Grenchen,47.31874,7.6698284
ZÃƒÂ¼rich Airport,CH,CH-ZH,Zurich,47.4133024,8.656394
St Gallen Altenrhein Airport,CH,CH-SG,Altenrhein,47.1561047,9.338323
Samedan Airport,CH,CH-GR,,43.7315962,0.9666867
EsenboÃ„ÂŸa International Airport,TR,TR-06,Ankara,39.7160439,32.7059948
Etimesgut Air Base,TR,TR-06,Ankara,39.7160439,32.7059948
AkÃ„Â±ncÃ„Â± Air Base,TR,TR-06,Ankara,39.7160439,32.7059948
Adana Airport,TR,TR-01,Adana,37.1438001,35.4984094
Ã„Â°ncirlik Air Base,TR,TR-01,Adana,37.1438001,35.4984094
Afyon Airport,TR,TR-03,Afyonkarahisar,38.6852729,30.6427411
Antalya International Airport,TR,TR-07,Antalya,36.9279654,30.7276865
Gaziantep International Airport,TR,TR-27,Gaziantep,39.2380139,-82.3877463
Konya Airport,TR,TR-42,Konya,40.966301,-83.8284631
Malatya ErhaÃƒÂ§ Airport,TR,TR-44,Malatya,40.804537,-81.17302
Kayseri Erkilet Airport,TR,TR-38,Kayseri,41.277867,-81.553517
Sivrihisar Airport,TR,TR-26,Sivrihisar,41.5431037,-84.3616273
Tokat Airport,TR,TR-60,Tokat,40.978691,-81.36157
ÃƒÂ‡ardak Airport,TR,TR-20,Denizli,41.5288791,-84.2484225
AtatÃƒÂ¼rk International Airport,TR,TR-34,Istanbul,40.726739,-82.0038845
BalÃ„Â±kesir Merkez Airport,TR,TR-10,,41.529797,-84.056977
BandÃ„Â±rma Airport,TR,TR-10,,41.529797,-84.056977
ÃƒÂ‡anakkale Airport,TR,TR-17,ÃƒÂ‡anakkale,40.541044,-83.814888
EskiÃ…ÂŸehir Air Base,TR,TR-26,,41.5431037,-84.3616273
Adnan Menderes International Airport,TR,TR-35,Ã„Â°zmir,40.777671,-81.9944435
ÃƒÂ‡iÃ„ÂŸli Airport,TR,TR-35,,40.777671,-81.9944435
Cengiz Topel Airport,TR,TR-41,,40.964321,-83.857877
Bursa YeniÃ…ÂŸehir Airport,TR,TR-16,Bursa,41.554243,-83.434395
Dalaman International Airport,TR,TR-48,Dalaman,40.980005,-83.7296806
Akhisar Airport,TR,TR-45,,41.6073929,-83.8349904
TekirdaÃ„ÂŸ ÃƒÂ‡orlu Airport,TR,TR-59,ÃƒÂ‡orlu,40.997616,-81.7039976
SamandÃ„Â±ra Air Base,TR,TR-34,ÃƒÂœmraniye,40.726739,-82.0038845
Anadolu Airport,TR,TR-26,EskiÃ…ÂŸehir,41.5431037,-84.3616273
ElazÃ„Â±Ã„ÂŸ Airport,TR,TR-23,ElazÃ„Â±Ã„ÂŸ,41.2538637,-83.62454
Diyarbakir Airport,TR,TR-21,Diyarbakir,41.560128,-83.24131
Erzincan Airport,TR,TR-24,Erzincan,45.4570502,8.74462031038579
Erzurum International Airport,TR,TR-25,Erzurum,41.537953,-84.342224
Kars Airport,TR,TR-36,Kars,40.825245,-82.060318
Trabzon International Airport,TR,TR-61,Trabzon,41.6582427,-83.7797522
Ã…ÂžanlÃ„Â±urfa Airport,TR,TR-63,Ã…ÂžanlÃ„Â±urfa,40.9811075,-81.3680044
Van Ferit Melen Airport,TR,TR-65,Van,40.942985,-81.3859055
