airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Redhead Airport,30.49049949645996,-85.83940124511719,Ebro,United States,US-FL,Alafaya,Florida,32807,1,America/New_York
Advent Health East Orlando Heliport,28.541224,-81.27994100000002,Orlando,United States,US-FL,,Florida,34771-8717,1,America/New_York
Gentry Airport,28.13719940185547,-81.26339721679688,St Cloud,United States,US-FL,,Florida,33414,1,America/New_York
Wellington Aero Club Airport,26.646499633789066,-80.29419708251953,West Palm Beach,United States,US-FL,,Florida,,1,America/New_York
Flying Cow Air Ranch Airport,27.1556,-80.691704,Okeechobee,United States,US-FL,,Florida,,1,America/New_York
Gardner Airport,27.3445,-81.792296,Gardner,United States,US-FL,,Florida,32830-8446,1,America/New_York
Grand Cypress Resort Heliport,28.38139915466309,-81.51309967041016,Kissimmee,United States,US-FL,,Florida,32060,1,America/New_York
Cooksey Brothers Airport,30.211599349975586,-83.05460357666016,Live Oak,United States,US-FL,,Florida,34229,1,America/New_York
Oaks Helistop,27.2064,-82.488197,Venice,United States,US-FL,,Florida,32112,1,America/New_York
Eagles Nest Aerodrome,29.4269444,-81.60416670000002,Crescent City,United States,US-FL,,Florida,32547,1,America/New_York
Fort Walton Beach Medical Ctr Heliport,30.4538002014,-86.63520050049999,Fort Walton Beach,United States,US-FL,,Florida,33843,1,America/New_York
Goddard Seadrome Seaplane Base,27.755300521850586,-81.51399993896484,Frostproof,United States,US-FL,,Florida,32561,1,America/New_York
Gulf Breeze Hospital Heliport,30.35939979553223,-87.15889739990234,Gulf Breeze,United States,US-FL,Jacksonville,Florida,3224,1,America/New_York
Deep Forest Airport,30.241899490356445,-81.44979858398438,Jacksonville,United States,US-FL,,Florida,33538,1,America/New_York
Montgomery's Flying M Ranch Airport,28.77359962463379,-82.13040161132812,Lake Panasoffkee,United States,US-FL,,Florida,,1,America/New_York
The Trails Airport,30.109100341796875,-83.1886978149414,Mayo,United States,US-FL,,Florida,33042,1,America/New_York
Summerland Key Cove Airport,24.658796,-81.445341,Summerland Key,United States,US-FL,,Florida,34769,1,America/New_York
St Cloud Hospital Heliport,28.23579978942871,-81.302001953125,St Cloud,United States,US-FL,,Florida,33523,1,America/New_York
Cub Haven STOLport,28.45330047607422,-82.21499633789062,Dade City,United States,US-FL,,Florida,34741,1,America/New_York
Orlando Helitours Heliport,28.3345,-81.503765,Kissimmee,United States,US-FL,,Florida,39829,1,America/New_York
Rutten Dusting Strip,30.679399490356445,-84.36910247802734,Havana,United States,US-FL,,Florida,32112,1,America/New_York
Inhome Medical Landing Heliport,29.45439910888672,-81.51920318603516,Crescent City,United States,US-FL,,Florida,34945,1,America/New_York
Baggett STOLport,27.46980094909668,-80.41639709472656,Fort Pierce,United States,US-FL,Jacksonville,Florida,32216,1,America/New_York
St Luke's Hospital Heliport,30.25300025939941,-81.58399963378906,Jacksonville,United States,US-FL,Port Charlotte,Florida,,1,America/New_York
Babcock H.Q. Airport,26.869499,-81.717598,Punta Gorda,United States,US-FL,,Florida,,1,America/New_York
Calhoun Sheriff's Heliport,30.58690071105957,-85.10379791259766,Altha,United States,US-FL,,Florida,32060,1,America/New_York
Wright Farms Airport,30.17659950256348,-82.9979019165039,Live Oak,United States,US-FL,,Florida,33841,1,America/New_York
Waters Heliport,27.780083,-81.64327800000002,Fort Meade,United States,US-FL,,Florida,,1,America/New_York
Squires Aviation Ranch Airport,30.512800216674805,-83.19830322265625,Jasper,United States,US-FL,,Florida,33744,1,America/New_York
Bay Pines Veterans Administration Heliport,27.8080997467041,-82.77449798583984,St Petersburg,United States,US-FL,,Florida,33830,1,America/New_York
Bartow High School Heliport,27.8799991607666,-81.84120178222656,Bartow,United States,US-FL,Cape Coral,Florida,33990,1,America/New_York
Cape Coral Hospital Heliport,26.63839912414551,-81.94149780273438,Cape Coral,United States,US-FL,Fort Myers,Florida,33901,1,America/New_York
Lee Memorial Hospital Emergency Heliport,26.641700744628906,-81.86730194091797,Fort Myers,United States,US-FL,,Florida,32327,1,America/New_York
Wakulla Club Airport,30.198,-84.253502,St. Marks,United States,US-FL,,Florida,34787,1,America/New_York
Lake Apopka South Seaplane Base,28.5734722,-81.5949445,Winter Garden,United States,US-FL,,Florida,,1,America/New_York
River Acres Airport,27.325300216674805,-81.02870178222656,Okeechobee,United States,US-FL,,Florida,32071,1,America/New_York
O'Brien Airpark East/West Airport,30.04829979,-82.98390198,Branford,United States,US-FL,,Florida,,1,America/New_York
Kings Port Airport,27.18280029296875,-81.3906021118164,Lake Placid,United States,US-FL,Fort Lauderdale,Florida,33301,1,America/New_York
Los Olas Center Heliport,26.1187,-80.138702,Fort Lauderdale,United States,US-FL,,Florida,,1,America/New_York
Gamebird Groves Airstrip,28.065900802612305,-80.90229797363281,West Melbourne,United States,US-FL,,Florida,34677,1,America/New_York
Gulf Aerospace Heliport,28.0411,-82.655098,Oldsmar,United States,US-FL,Jacksonville,Florida,32258,1,America/New_York
Thomas Contracting Heliport,30.157778000000004,-81.537778,Jacksonville,United States,US-FL,Brandon,Florida,33598,1,America/New_York
Wimauma Air Park,27.71199989318848,-82.28289794921875,Wimauma,United States,US-FL,,Florida,34736,1,America/New_York
Kennedy Seaplane Base,28.60309982299805,-81.84950256347656,Groveland,United States,US-FL,,Florida,34421,1,America/New_York
Jordan Seaplane Base,29.01409912109375,-81.97810363769531,Belleview,United States,US-FL,,Florida,,1,America/New_York
Manatee Seaplane Base,29.505800247192386,-82.98390197753906,Old Town,United States,US-FL,,Florida,32606,1,America/New_York
Gleim Field,29.702699661254893,-82.42569732666016,Gainesville,United States,US-FL,,Florida,32570,1,America/New_York
Porter Airport,30.840464,-87.105797,Jay,United States,US-FL,,Florida,34744,1,America/New_York
Stout Airport,28.25860023498535,-81.38400268554688,Kissimmee,United States,US-FL,,Florida,32024,1,America/New_York
Delta Airport,30.125200271606445,-82.6636962890625,Lake City,United States,US-FL,,Florida,34266,1,America/New_York
De Soto Memorial Hospital Heliport,27.227500915527344,-81.85060119628906,Arcadia,United States,US-FL,,Florida,32767,1,America/New_York
Deep Woods Ranch Airport,29.03030014038086,-81.4469985961914,Deland,United States,US-FL,Jacksonville,Florida,32202,1,America/New_York
Jacksonville Pre-Trial Detention Facility Heliport,30.32550048828125,-81.65070343017578,Jacksonville,United States,US-FL,,Florida,34988,1,America/New_York
Aero Acres Airport,27.341999053955078,-80.52200317382812,Fort Pierce,United States,US-FL,,Florida,32568,1,America/New_York
Collier/Pine Barren Airpark,30.82710075378418,-87.3582992553711,Century,United States,US-FL,,Florida,32130,1,America/New_York
Lafayette Landings Airport,29.16860008239746,-81.26480102539062,De Leon Springs,United States,US-FL,,Florida,32034,1,America/New_York
Baptist Medical Center of Nassau Heliport,30.65369987487793,-81.44819641113281,Fernandina Beach,United States,US-FL,,Florida,32732,1,America/New_York
Southerland Strip,28.732799530029297,-81.07869720458984,Geneva,United States,US-FL,,Florida,32564,1,America/New_York
Yellow River Airstrip,30.68549919128418,-86.74720001220703,Holt,United States,US-FL,,Florida,,1,America/New_York
Hartzog Field,30.71890068054199,-85.60669708251953,Chipley,United States,US-FL,,Florida,32459,1,America/New_York
Goose Nest Seaplane Base,30.3988,-86.18890400000002,Santa Rosa Beach,United States,US-FL,,Florida,33471,1,America/New_York
Hilliard's Private Airport,26.832599639892567,-81.0801010131836,Moore Haven,United States,US-FL,Naples,Florida,34102,1,America/New_York
Naples Community Hospital Heliport,26.151028,-81.79776899999997,Naples,United States,US-FL,,Florida,32708,1,America/New_York
Ferguson Seaplane Base,28.71470069885254,-81.27010345458984,Winter Springs,United States,US-FL,,Florida,32819,1,America/New_York
Dr. P. Phillips Hospital Heliport,28.429591,-81.477099,Orlando,United States,US-FL,,Lubombo,,268,America/New_York
Fernandina Beach Muni Airport,30.611811,-81.461186,Fernandina Beach,United States,US-FL,,Alabama,,1,America/New_York
Knox Army Heliport,31.31679916381836,-85.6666030883789,Fort Rucker/Ozark,United States,US-AL,,Saint Helena,STHL 1ZZ,240,America/New_York
Griffins Peace River Ranch Airport,27.41889953613281,-81.83260345458984,Zolfo Springs,United States,US-FL,,Florida,33826,1,America/New_York
Crews Homestead Ranch Airport,27.6210994720459,-81.61060333251953,Avon Park,United States,US-FL,,Florida,,1,America/New_York
Fox Field,29.88940048217773,-82.79869842529297,Branford,United States,US-FL,,Florida,32054,1,America/New_York
Department of Corrections Field,29.991899490356445,-82.36650085449219,Lake Butler,United States,US-FL,,Florida,32427,1,America/New_York
Pate Lake Seaplane Base,30.692100524902344,-85.75689697265625,Caryville,United States,US-FL,,Florida,32025,1,America/New_York
Hill Landing Strip,30.175501,-82.606499,Lake City,United States,US-FL,,Florida,32565,1,America/New_York
Golden Harvest Flying Svc Inc Airport,30.903,-87.0439,Jay,United States,US-FL,,Florida,,1,America/New_York
Wings N Sunsets LLC Airport,30.250200271599997,-82.92400360110001,Live Oak,United States,US-FL,,Florida,32060,1,America/New_York
Florida Sheriffs Boys Ranch Airport,30.41550064086914,-83.0165023803711,Live Oak,United States,US-FL,,Florida,,1,America/New_York
Kittyhawk Estates Airport,30.33880043029785,-83.14430236816406,Live Oak,United States,US-FL,,Florida,32062,1,America/New_York
Little River Airport,30.114999771118164,-82.90899658203125,Mc Alpin,United States,US-FL,,Florida,32063,1,America/New_York
Thrifts Airport,30.34939956665039,-82.12090301513672,Macclenny,United States,US-FL,,Florida,32309,1,America/New_York
Ingalls Field,30.59049987792969,-84.03040313720703,Miccosukee,United States,US-FL,,Florida,32068,1,America/New_York
Spencer's Airpark,30.06859970092773,-81.96070098876953,Middleburg,United States,US-FL,,Florida,,1,America/New_York
Vosika's Airport,30.7799,-85.598,Chipley,United States,US-FL,,Florida,,1,America/New_York
Steep Head Farm Airport,30.420635,-85.299246,Clarksville,United States,US-FL,,Florida,33823,1,America/New_York
Market World Airport,28.0585994720459,-81.81649780273438,Auburndale,United States,US-FL,,Florida,32578,1,America/New_York
Ruckel Airport,30.51959991455078,-86.43830108642578,Niceville,United States,US-FL,,Florida,32060,1,America/New_York
Suwannee Farms Airport,30.09049987792969,-83.05460357666016,O'Brien,United States,US-FL,,Florida,32668,1,America/New_York
Crosswind Farm Airport,29.24530029296875,-82.35369873046875,Ocala,United States,US-FL,Jacksonville,Florida,32218,1,America/New_York
Berlin Heliport,30.46299934387207,-81.61509704589844,Oceanway,United States,US-FL,Port St. Lucie,Florida,34952,1,America/New_York
St Lucie Medical Center Heliport,27.28860092163086,-80.29389953613281,Port St Lucie,United States,US-FL,,Florida,,1,America/New_York
Strazzulla Groves Airport,27.497499465942386,-80.52980041503906,Fort Pierce,United States,US-FL,,Florida,32503,1,America/New_York
West Florida Regional Medical Center Heliport,30.500200271606445,-87.25,Pensacola,United States,US-FL,,Florida,32541,1,America/New_York
Fudruckers Heliport,30.391000747680664,-86.45330047607422,Destin,United States,US-FL,Port St. Lucie,Florida,34952,1,America/New_York
Kitching Cove Seaplane Base,27.25029945373535,-80.31639862060547,Port St Lucie,United States,US-FL,,Florida,32025,1,America/New_York
Lake City Airpark,30.043800354003906,-82.60399627685547,Lake City,United States,US-FL,,Florida,32026-3000,1,America/New_York
State Prison Field,30.05579948425293,-82.17230224609375,Raiford,United States,US-FL,,Florida,34945,1,America/New_York
Hales 700 Airport,27.3612003326416,-80.5708999633789,Fort Pierce,United States,US-FL,,Florida,34652,1,America/New_York
Hca New Port Richey Hospital Heliport,28.23500061035156,-82.71790313720703,New Port Richey,United States,US-FL,Homestead,Florida,33192,1,America/New_York
Mjd STOLport,25.55459976196289,-80.55390167236328,Miami,United States,US-FL,,Florida,34667,1,America/New_York
Rgnl Medical Center Bayonet Point Heliport,28.362199783325195,-82.68830108642578,New Port Richey,United States,US-FL,,Florida,32693,1,America/New_York
Watson Flight Strip,29.66830062866211,-82.82620239257812,Trenton,United States,US-FL,,Florida,,1,America/New_York
Eglin Test Site B6 Airport,30.63190078735352,-86.74720001220703,Valparaiso,United States,US-FL,,Florida,33558,1,America/New_York
Geraci Airpark,28.17499923706055,-82.48777770996094,Lutz,United States,US-FL,,Florida,32084,1,America/New_York
Tocoi Airport,29.867472,-81.367361,St. Augustine,United States,US-FL,,Florida,,1,America/New_York
Treasure Coast Airpark,27.238399505615234,-80.49140167236328,Fort Pierce,United States,US-FL,Tampa,Florida,33603,1,America/New_York
Care Flight Heliport,27.98200035095215,-82.49150085449219,Tampa,United States,US-FL,,Florida,33414-9372,1,America/New_York
Wellington Medical Center Heliport,26.63759994506836,-80.20449829101562,West Palm Beach,United States,US-FL,,Florida,33471,1,America/New_York
Graham Landing Strip - Moore Haven Airport,26.840900421100002,-81.1517028809,Moore Haven,United States,US-FL,,Florida,,1,America/New_York
Okeelanta Airport,26.58119964599609,-80.75589752197266,South Bay,United States,US-FL,,Florida,33881,1,America/New_York
King Seaaero Seaplane Base,28.03860092163086,-81.75370025634766,Winter Haven,United States,US-FL,,Florida,33868,1,America/New_York
Burntwood Ranch Airport,28.258100509643555,-81.93060302734375,Lakeland,United States,US-FL,,Florida,32117,1,America/New_York
Smokey's Heliport,29.23080062866211,-81.0280990600586,Daytona Beach,United States,US-FL,Bradenton,Florida,34208,1,America/New_York
Manatee Memorial Hospital Heliport,27.499167,-82.56277800000002,Bradenton,United States,US-FL,,Florida,,1,America/New_York
Bartram Farms Air Park,29.821178000000003,-81.497058,Saint Augustine,United States,US-FL,,Florida,32736,1,America/New_York
Ashley Field,28.89249992370605,-81.55690002441406,Eustis,United States,US-FL,,Florida,34442,1,America/New_York
Sierra Airpark,28.88220024108887,-82.42970275878906,Worthington Springs,United States,US-FL,Ocala,Florida,34474,1,America/New_York
Bernie Little Heliport,29.169700622558594,-82.14949798583984,Ocala,United States,US-FL,,Florida,,1,America/New_York
Rossi Field,30.1466007232666,-82.57230377197266,Lake City,United States,US-FL,West Palm Beach,Florida,33401,1,America/New_York
Wptv Heliport,26.71389961242676,-80.06420135498047,West Palm Beach,United States,US-FL,,Florida,32309-9688,1,America/New_York
Angel's Field,30.4810009,-84.08679962,Tallahassee,United States,US-FL,,Florida,32448,1,America/New_York
Joey Anderson Heliport,30.734600067138672,-85.18489837646484,Marianna,United States,US-FL,,Florida,,1,America/New_York
Flying Tiger Field,29.93549919128418,-82.41069793701172,Worthington,United States,US-FL,,Florida,,1,America/New_York
Sanford Seaplane Base,28.82279968261719,-81.26329803466797,Sanford,United States,US-FL,,Florida,34945,1,America/New_York
Williams Hawgwild Airport,27.408899307250977,-80.42780303955078,Fort Pierce,United States,US-FL,,Florida,32710,1,America/New_York
Carter Airport,28.618900299072266,-81.50869750976562,Apopka,United States,US-FL,,Florida,34420,1,America/New_York
Johary Airport,29.02639961242676,-81.98789978027344,Belleview,United States,US-FL,,Florida,33905,1,America/New_York
Buckingham Field,26.643400192260746,-81.71040344238281,Fort Myers,United States,US-FL,,Florida,,1,America/New_York
Reynolds Airpark,29.97249984741211,-81.66089630126953,Green Cove Springs,United States,US-FL,,Florida,34473,1,America/New_York
Mc Ginley Airport,29.0261001587,-82.2123031616,Ocala,United States,US-FL,,Florida,32736,1,America/New_York
Bradshaw Tree Farm Airport,28.948601,-81.413101,Deland,United States,US-FL,,Florida,34482,1,America/New_York
Idle Wild Airport,29.289101,-82.322305,Ocala,United States,US-FL,Delray Beach,Florida,33445,1,America/New_York
Hardrives Delta Nr 3 Helistop,26.43280029296875,-80.09359741210938,Delray Beach,United States,US-FL,,Florida,33331,1,America/New_York
Mac-Ivor & Friends Airstrip,26.0448,-80.373398,Hollywood,United States,US-FL,,Florida,32618,1,America/New_York
Peach Orchard Airport,29.55970001220703,-82.49949645996094,Archer,United States,US-FL,,Florida,34987,1,America/New_York
Evans Properties Inc Airport,27.27779960632324,-80.58589935302734,Fort Pierce,United States,US-FL,Ocala,Florida,34480,1,America/New_York
Sheriff's South Multi District Office Heliport,29.10580062866211,-82.09089660644531,Ocala,United States,US-FL,,Florida,33328,1,America/New_York
Grande Oaks Golf Club Heliport,26.07979965209961,-80.25479888916016,Davie,United States,US-FL,Tampa,Florida,33606,1,America/New_York
Wfla-Tv 8 Heliport,27.94389915466309,-82.46170043945312,Tampa,United States,US-FL,,Florida,32439,1,America/New_York
Pennington Heliport,30.374399185180664,-86.17939758300781,De Funiak Springs,United States,US-FL,Tampa,Florida,33619,1,America/New_York
Mezrah Seaplane Base,27.94750022888184,-82.39089965820312,Tampa,United States,US-FL,,Florida,33943,1,America/New_York
Lykes Palmdale Airport,26.9478,-81.318703,Palmdale,United States,US-FL,,Florida,32961,1,America/New_York
Indian River Aerodrome,27.59860038757324,-80.50199890136719,Vero Beach,United States,US-FL,,Florida,,1,America/New_York
Indian Hammock Airport,27.54199981689453,-80.83309936523438,Fort Drum,United States,US-FL,,Florida,34473,1,America/New_York
Seven Springs Ranch Airport,28.96389961242676,-82.21949768066406,Ocala,United States,US-FL,,Florida,,1,America/New_York
Calusa Ranch Airport,26.054500579833984,-81.06780242919922,Miles City,United States,US-FL,Brandon,Florida,33530,1,America/New_York
Lewis Airport,27.89859962463379,-82.18260192871094,Brandon,United States,US-FL,,Florida,34472,1,America/New_York
Lockheed Martin-Ocala Heliport,29.08581400000001,-81.98425300000002,Ocala,United States,US-FL,,Florida,34482-1479,1,America/New_York
Lee Farms Airport,29.334699630737305,-82.16680145263672,Lowell,United States,US-FL,,Florida,32539,1,America/New_York
Triple B Airpark,30.78190040588379,-86.46720123291016,Crestview,United States,US-FL,,Florida,,1,America/New_York
Oak Ridge Airport,29.580536,-81.861181,Interlachen,United States,US-FL,,Florida,33141,1,America/New_York
Wsvn Television Channel 7 Heliport,25.850400924682607,-80.15450286865234,Miami,United States,US-FL,,Florida,32097,1,America/New_York
Flying-A-Ranch Airport,30.60110092163086,-81.57039642333984,Fernandina Beach,United States,US-FL,Pensacola,Florida,32501,1,America/New_York
Baptist Hospital Heliport,30.429399490356445,-87.2311019897461,Pensacola,United States,US-FL,,Florida,33956,1,America/New_York
Woodstock Airport,26.582599639892567,-82.09839630126953,Fort Myers,United States,US-FL,,Florida,33181,1,America/New_York
Intra Coastal Police Sub-Station Heliport,25.91699981689453,-80.1498031616211,North Miami Beach,United States,US-FL,,Florida,,1,America/New_York
Bob Paul Airport,26.68370056152344,-81.44979858398438,La Belle,United States,US-FL,,Florida,34591,1,America/New_York
Triple M Airport,27.554199,-80.439796,Vero Beach,United States,US-FL,,Florida,33945,1,America/New_York
Salty Approach Airport,26.6033992767,-82.2201004028,Fort Myers,United States,US-FL,,Florida,,1,America/New_York
Counter Terrorism Advanced Training Center Airport,26.309799,-81.227303,Sunniland,United States,US-FL,Tampa,Florida,33609,1,America/New_York
L M Hughey Heliport,27.9414005279541,-82.535400390625,Tampa,United States,US-FL,Miami Beach,Florida,33140,1,America/New_York
Mount Sinai Medical Center Heliport,25.81450080871582,-80.14119720458984,Miami Beach,United States,US-FL,,Florida,33173,1,America/New_York
Florida Power & Light County Heliport,25.7682331637,-80.34499235450002,Miami,United States,US-FL,,Florida,32967,1,America/New_York
Broocke Air Patch Airport,27.708599090576172,-80.45279693603516,Winter Beach,United States,US-FL,,Florida,32565,1,America/New_York
Jay Airport,30.9557,-87.130501,Jay,United States,US-FL,,Florida,32777,1,America/New_York
Tangerine Airport,28.76029968261719,-81.60590362548828,Zellwood,United States,US-FL,,Florida,33178,1,America/New_York
Kelly Tractor County Heliport,25.8265782543,-80.3334850073,Miami,United States,US-FL,The Villages,Florida,34731,1,America/New_York
Flying-H Airport,28.87610054016113,-81.88899993896484,Fruitland Park,United States,US-FL,,Eastern Province,,260,America/New_York
Fort Lee Army Airfield,37.284,-77.3448,Fort Lee,United States,US-VA,,Luapula Province,,260,America/New_York
Flat Airport,62.4525985718,-157.988998413,Flat,United States,US-AK,,Copperbelt Province,,260,America/New_York
Haley Army Airfield,42.221,-87.81700000000002,Fort Sheridan,United States,US-IL,,,,248,America/New_York
Branson West Airport,36.698497,-93.402249,Branson West,United States,US-MO,,Nsanje,,265,America/New_York
Flaxman Island Airstrip,70.1895,-146.020904,Flaxman Island,United States,US-AK,,Qacha's Nek District,,266,America/New_York
Finleyville Airpark,40.24589920043945,-80.01229858398438,Finleyville,United States,US-PA,,Ogooué-Lolo,,241,America/New_York
Kintail Farm Airport,33.82559967041016,-83.63970184326172,Monroe,United States,US-GA,,Georgia,,1,America/New_York
Flying H Ranch Inc Airport,33.1978,-84.084396,Jackson,United States,US-GA,,Georgia,30233,1,America/New_York
Howard Private Airport,33.35150146484375,-83.96379852294922,Jackson,United States,US-GA,,Georgia,30736,1,America/New_York
Wilson Airport,34.86949920654297,-85.19969940185547,Ringgold,United States,US-GA,,Georgia,30248,1,America/New_York
Mallards Landing Airport,33.36569976806641,-84.16519927978516,Locust Grove,United States,US-GA,,Georgia,30650,1,America/New_York
Ramada Inn Antebellum Heliport,33.55350112915039,-83.47160339355469,Madison,United States,US-GA,,Georgia,31064,1,America/New_York
Monticello Sky Ranch Airport,33.33250045776367,-83.72689819335938,Monticello,United States,US-GA,,Georgia,30415,1,America/New_York
Crawford Hendrix Farm Airport,32.237202,-81.644995,Statesboro,United States,US-GA,,Georgia,31827,1,America/New_York
Jumpin J Airport,32.69179916381836,-84.49710083007812,Talbotton,United States,US-GA,,Georgia,30527,1,America/New_York
Fly-N-S Ranch Airport,34.451698303222656,-83.7885971069336,Clermont,United States,US-GA,,Georgia,30295,1,America/New_York
Ridgeview Farm Airport,33.083499908447266,-84.3582992553711,Zebulon,United States,US-GA,Sandy Springs,Georgia,30342,1,America/New_York
Childrens Health Care Atl At Scottish Rite Heliport,33.90719985961914,-84.35420227050781,Atlanta,United States,US-GA,,Georgia,31707,1,America/New_York
Tallassee Plantation Airport,31.5835,-84.39050300000002,Albany,United States,US-GA,,Georgia,31791,1,America/New_York
Double 'O' Farm Airport,31.534901,-84.002096,Albany,United States,US-GA,,Georgia,,1,America/New_York
Pinebloom Plantation Airport,31.40299987792969,-84.32270050048828,Albany,United States,US-GA,,Georgia,30650,1,America/New_York
Klockner Airport,33.708698,-83.579101,Bostwick,United States,US-GA,,Georgia,30650,1,America/New_York
Taylor Field,33.724300384521484,-83.56680297851562,Bostwick,United States,US-GA,,Georgia,,1,America/New_York
Flint River Nursery Airport,32.168800354003906,-83.97350311279297,Byromville,United States,US-GA,,Georgia,30525,1,America/New_York
Big Creek Flying Ranch Airport,34.832901000976555,-83.40959930419922,Clayton,United States,US-GA,,Georgia,30429,1,America/New_York
Hearn Airport,32.157100677490234,-81.88870239257812,Claxton,United States,US-GA,Kayes,Kayes,,223,America/New_York
Peach State Aerodrome,33.183534,-84.377997,Williamson,United States,US-GA,,Georgia,,1,America/New_York
Stafford Airport,30.81110000610352,-81.46279907226562,Cumberland Island,United States,US-GA,,Georgia,31319,1,America/New_York
Patterson Island Airport,31.461299896240234,-81.33869934082031,Darien,United States,US-GA,,Georgia,31713,1,America/New_York
Jordans Airport,31.438499450683594,-84.70829772949219,Arlington,United States,US-GA,,Georgia,30728:30747,1,America/New_York
Wyatt Airport,34.57830047607422,-85.38390350341797,Summerville,United States,US-GA,,Georgia,31029,1,America/New_York
Monroe County Hospital Heliport,33.031200408935554,-83.94490051269531,Forsyth,United States,US-GA,Fargo,Georgia,,1,America/New_York
Fargo Airport,30.69129943847656,-82.56759643554688,Fargo,United States,US-GA,Augusta,Georgia,30905,1,America/New_York
Fort Gordon Hqs Helipad Heliport,33.420398712158196,-82.13960266113281,Fort Gordon(Augusta),United States,US-GA,,Georgia,30024-9128,1,America/New_York
Mathis Airport,34.1012,-84.16100300000002,Cumming,United States,US-GA,,Georgia,30460,1,America/New_York
East Georgia Regional Medical Center Heliport,32.40530014038086,-81.76830291748047,Statesboro,United States,US-GA,,Georgia,30206,1,America/New_York
Wellers Landing Airport,33.1562,-84.431,Hollonville,United States,US-GA,,Georgia,30816,1,America/New_York
Eliott Barrow Airport,33.2001,-82.266502,Matthews,United States,US-GA,,Georgia,30265,1,America/New_York
Two Rocks Airport,33.47359848022461,-84.67359924316406,Palmetto,United States,US-GA,,Georgia,30439,1,America/New_York
Candler Co Hospital Heliport,32.4085006714,-82.06600189210002,Metter,United States,US-GA,,Georgia,30240,1,America/New_York
West Georgia Medical Center Heliport,33.031200408935554,-85.05580139160156,Lagrange,United States,US-GA,,Georgia,,1,America/New_York
Tootle Airport,32.032028000000004,-82.044178,Reidsville,United States,US-GA,,Georgia,31318,1,America/New_York
Cypress Lakes Airport,32.157501220703125,-81.39669799804688,Savannah,United States,US-GA,,Georgia,,1,America/New_York
Foothills-Holcomb Airport,34.3917007446,-84.24169921880002,Marble Hill,United States,US-GA,Savannah,Georgia,31406,1,America/New_York
Memorial Hospital Heliport,32.02109909057617,-81.0802993774414,Savannah,United States,US-GA,,Georgia,30655,1,America/New_York
Walton County Hospital Heliport,33.78319931,-83.71790314,Monroe,United States,US-GA,,Georgia,31416,1,America/New_York
Hodges Airpark,31.98439979553223,-81.24620056152344,Savannah,United States,US-GA,,Georgia,30506,1,America/New_York
Beaver Trail Heliport,34.254199981689446,-83.96849822998047,Gainesville,United States,US-GA,,Georgia,30401,1,America/New_York
Daniels Airport,32.61410140991211,-82.2970962524414,Swainsboro,United States,US-GA,,Georgia,,1,America/New_York
Crowe Airport,31.61680030822754,-83.8832015991211,Sylvester,United States,US-GA,,Georgia,,1,America/New_York
Briggs Field,32.321399688720696,-81.42669677734375,Guyton,United States,US-GA,,Georgia,,1,America/New_York
Richards Airport,33.079299926757805,-85.03160095214844,Lagrange,United States,US-GA,,Georgia,31331,1,America/New_York
Townsend Air Strip,31.54330062866211,-81.53479766845703,Townsend,United States,US-GA,,Georgia,31501,1,America/New_York
Bivins Airport,31.185199737548828,-82.27349853515625,Waycross,United States,US-GA,,Georgia,31746,1,America/New_York
Mclendon Airport,31.586111,-84.79055600000002,Edison,United States,US-GA,,Georgia,31097,1,America/New_York
Thistle Field,32.92789840698242,-84.14129638671875,Yatesville,United States,US-GA,,Georgia,30650,1,America/New_York
Dream Team Airport,33.59749984741211,-83.5177993774414,Madison,United States,US-GA,,Georgia,30830,1,America/New_York
Vogtle Electric Generating Plant Heliport,33.125198364257805,-81.74539947509766,Waynesboro,United States,US-GA,Sandy Springs,Georgia,30346,1,America/New_York
Saint Joseph's Hospital Heliport,33.91080093383789,-84.35079956054688,Atlanta,United States,US-GA,Atlanta,Georgia,30324,1,America/New_York
Rollins Airport,33.815105,-84.371871,Atlanta,United States,US-GA,,Georgia,30339,1,America/New_York
Interstate North Heliport,33.900901794433594,-84.46920013427734,Atlanta,United States,US-GA,Sandy Springs,Georgia,30342,1,America/New_York
Northside Hospital Heliport,33.909500122070305,-84.35269927978516,Atlanta,United States,US-GA,Atlanta,Georgia,30313,1,America/New_York
The Coca Cola Company Heliport,33.77090072631836,-84.3988037109375,Atlanta,United States,US-GA,Roswell,Georgia,30075,1,America/New_York
Roswell Animal Hospital Heliport,34.030899047851555,-84.35600280761719,Roswell,United States,US-GA,,Georgia,30002-1775,1,America/New_York
Dekalb Police Dept Heliport,33.7773017883,-84.24240112300001,Avondale Estates,United States,US-GA,,Georgia,,1,America/New_York
Antique Acres Airport,33.100101470947266,-84.05850219726562,Barnesville,United States,US-GA,,Georgia,31501,1,America/New_York
Memorial Satilla Health Heliport,31.224215,-82.34764200000002,Waycross,United States,US-GA,,Georgia,30205,1,America/New_York
Kenley Field,33.26900100708008,-84.49710083007812,Brooks,United States,US-GA,,Georgia,30223,1,America/New_York
Cedar Ridge Airport,33.25510025024414,-84.40019989013672,Griffin,United States,US-GA,,Georgia,31092,1,America/New_York
Byromville Aerodrome,32.17933,-83.899901,Byromville,United States,US-GA,Atlanta,Georgia,30308-3217,1,America/New_York
